text,Class,clean_text
"ඉන්දියානු නාවික හමුදාවේ “ශර්දා” කොළඹට
#PresSL #lka #CeylonBritannia
https://t.co/UgkC2upCtY",Neutral,ඉන්දියානු නාවික හමුදාවේ “ශර්දා” කොළඹට
රුසියා - යුක්රේන ගැටුම්වලදී රුසියානු හමුදාවේ ප්‍රධානීන් 7 දෙනෙකු ජීවිතක්ෂයට - Read More &gt;&gt;&gt; https://t.co/1VidgVUs92… https://t.co/rwv1zwp5k1,Neutral,රුසියා - යුක්රේන ගැටුම්වලදී රුසියානු හමුදාවේ ප්රධානීන් 7 දෙනෙකු ජීවිතක්ෂයට - Read More &gt;&gt;&gt;
මිනිස්සු අඳුර ගන්න අද හොදම චාන්ස් එක !,Neutral,මිනිස්සු අඳුර ගන්න අද හොදම චාන්ස් එක !
"දරුවොන්ට කන්න නැතුව,
ණය, ලීස් ගෙවාගන්න බැරුව
මිනිස්සු සියදිවි නසාගනිද්දි,

තෙල්, ගෑස්, විදුලිය නැතුව ඉගෙනගන්න, රස්… https://t.co/Y5yd9KZ2ci",Neutral,"දරුවොන්ට කන්න නැතුව, ණය, ලීස් ගෙවාගන්න බැරුව මිනිස්සු සියදිවි නසාගනිද්දි, තෙල්, ගෑස්, විදුලිය නැතුව ඉගෙනගන්න, රස්…"
රටවල් වල ප්‍රශ්න එනව. එහෙම ආවම ඒ නායකයො ආදර්ශවත්ව මුලික වෙලා මිනිස්සු පෙල ගස්වනව ආපහු ගොඩ එන්න. ඔය නහයෙන් අඩන උන් එ… https://t.co/qX0KeejTfi,Neutral,රටවල් වල ප්රශ්න එනව. එහෙම ආවම ඒ නායකයො ආදර්ශවත්ව මුලික වෙලා මිනිස්සු පෙල ගස්වනව ආපහු ගොඩ එන්න. ඔය නහයෙන් අඩන උන් එ…
"ගඩාෆිට අත් වුන ඉරණම තමයි මෙ , මිනිස්සු විසින්ම පාලකයා ඉවත් කිරීම

#අරගලයටජය",Neutral,"ගඩාෆිට අත් වුන ඉරණම තමයි මෙ , මිනිස්සු විසින්ම පාලකයා ඉවත් කිරීම"
ඊයෙ ජනාධිපතිගෙ ගෙ වට කරෙ ත්‍රස්තවාදීන් ලු. එහෙමනම් බලමු රටෙ හැම පැත්තෙන්ම 3 වෙනිදාට මිනිස්සු පාරට බැස්සම එයාලටත් ත්‍රස්තවාදින් කියනවද කියලා.,Neutral,ඊයෙ ජනාධිපතිගෙ ගෙ වට කරෙ ත්රස්තවාදීන් ලු. එහෙමනම් බලමු රටෙ හැම පැත්තෙන්ම 3 වෙනිදාට මිනිස්සු පාරට බැස්සම එයාලටත් ත්රස්තවාදින් කියනවද කියලා.
"අරාබි වසන්තත් ගෝඨාගෙම කොල්ලෙක් වගේ නේද ?
ජාතිවාදය අවුස්සන්න තාමත් උඹල හිතනව නේද ?
ඩ්‍රයිවර්ගෙන් යතුර ඉල්ලන් ප්‍රෙ… https://t.co/mnbaUAgTPh",Neutral,අරාබි වසන්තත් ගෝඨාගෙම කොල්ලෙක් වගේ නේද ? ජාතිවාදය අවුස්සන්න තාමත් උඹල හිතනව නේද ? ඩ්රයිවර්ගෙන් යතුර ඉල්ලන් ප්රෙ…
සමහර උන් කතා කරන්නේ උද්ඝෝෂණය කරපු විදියේ වැරැද්ද මිසක් උද්ඝෝෂණයකට මිනිස්සු පෙළඹව වෙච්ච වැරැද්ද ගැන නෙවෙයි,Neutral,සමහර උන් කතා කරන්නේ උද්ඝෝෂණය කරපු විදියේ වැරැද්ද මිසක් උද්ඝෝෂණයකට මිනිස්සු පෙළඹව වෙච්ච වැරැද්ද ගැන නෙවෙයි
"මේ රටේ සියළු ජාතීන් සමගිව සිටින තාක්කල් පාදඩ දේශපාලුවන් පරාදයි
එකම විකල්පය රටේ ජාතීන් බේද කරලා තමන් බලයේ රැදීම විතර… https://t.co/bQa40b14Rg",Neutral,මේ රටේ සියළු ජාතීන් සමගිව සිටින තාක්කල් පාදඩ දේශපාලුවන් පරාදයි එකම විකල්පය රටේ ජාතීන් බේද කරලා තමන් බලයේ රැදීම විතර…
"අනේ මන්දා මගේ මේ රටට මොකක් වෙනවද කියලා,හැම තැනම ප්‍රශ්න,අහිංසක මිනිස්සු ගොඩක් දුක් විඳිනවා.ඇමැති,මැති වරු කියනවා ක… https://t.co/rLRh37aXvZ",Neutral,"අනේ මන්දා මගේ මේ රටට මොකක් වෙනවද කියලා,හැම තැනම ප්රශ්න,අහිංසක මිනිස්සු ගොඩක් දුක් විඳිනවා.ඇමැති,මැති වරු කියනවා ක…"
ඊයේ කෝලාහලය ඇති කරන්න කැම්පේන් කරේ යම පාලනය ගේන්න පැය 24ම ලියපු කබ්බො. උන්ට මේ $ අර්බුදයවත් කොවිඩ්වත් අදාල නෑ මේ… https://t.co/mGMna53AUt,Neutral,ඊයේ කෝලාහලය ඇති කරන්න කැම්පේන් කරේ යම පාලනය ගේන්න පැය 24ම ලියපු කබ්බො. උන්ට මේ $ අර්බුදයවත් කොවිඩ්වත් අදාල නෑ මේ…
"දබරැල්ල කිව්වම තාමත් බය මිනිස්සු ඉන්නව. 
මං හිතුවෙ භයංකාර අතීතය මිනිස්සුන්ට අමතක වෙලා ඇති කියල.🤭 
ඇඹිලිපිටි හොස්පිට… https://t.co/2AuFW3TyFG",Neutral,දබරැල්ල කිව්වම තාමත් බය මිනිස්සු ඉන්නව. මං හිතුවෙ භයංකාර අතීතය මිනිස්සුන්ට අමතක වෙලා ඇති කියල. ඇඹිලිපිටි හොස්පිට…
"කර්මා ඊස් ඒ බිච් කියන්නේ මේකට තමා. 

රාජපස්සලා ජාතිවාදය අවුස්සලා රටේ මිනිස්සු වෙන් කරලා බලේ රැකගත්තා. අන්තිම උන්ටම… https://t.co/yvjolTYrGF",Hatespeech,කර්මා ඊස් ඒ බිච් කියන්නේ මේකට තමා. රාජපස්සලා ජාතිවාදය අවුස්සලා රටේ මිනිස්සු වෙන් කරලා බලේ රැකගත්තා. අන්තිම උන්ටම…
"පොදු දේපල හානි කිරීමට මිනිස්සු අත්අඩංගුවට ගත්තලු

බස් පියෙක් හමුදා බස් එකේ දොර කඩලා බස් එක අරගෙන ගිහින් මැද නැවැත්… https://t.co/UdvwwfFhNx",Neutral,පොදු දේපල හානි කිරීමට මිනිස්සු අත්අඩංගුවට ගත්තලු බස් පියෙක් හමුදා බස් එකේ දොර කඩලා බස් එක අරගෙන ගිහින් මැද නැවැත්…
"මේකත් උන්ගෙ plan එකේම කොටසක්.

#copied
🔥 බස් ගිනි තැබීමේ නාටකය....
(මිනිස්සු දාපු Live videos ටික බැලුවනම් ඔක්කොම… https://t.co/c4606EoG4O",Neutral,මේකත් උන්ගෙ plan එකේම කොටසක්. බස් ගිනි තැබීමේ නාටකය.... (මිනිස්සු දාපු Live videos ටික බැලුවනම් ඔක්කොම…
මිනිස්සු දුක් විදිනව බලල උන් සතුටු වෙනවද දන්නෙ නෑ 😕💔,Neutral,මිනිස්සු දුක් විදිනව බලල උන් සතුටු වෙනවද දන්නෙ නෑ
බොරැ බේගල් ගහන්න එපා ආණ්ඩු පෙරලන්න නෙවෙයි මිනිස්සු පාරට එන්නෙ ජීවත්වෙන්න මූලික පහසුකම් ටික ඉල්ලලා රාජපක්‍ෂලාගෙත් ම… https://t.co/ULfNl0nLH0,Neutral,බොරැ බේගල් ගහන්න එපා ආණ්ඩු පෙරලන්න නෙවෙයි මිනිස්සු පාරට එන්නෙ ජීවත්වෙන්න මූලික පහසුකම් ටික ඉල්ලලා රාජපක්ෂලාගෙත් ම…
