text,Class
"මේ මිනිස්සු හොද වැඩි වෙලා රට බේරගන්න ඕන උනා 😁
දැන් දීපු අයගෙන් රට බේරගන්න වෙලා 😂
දෛවය රිවර්ස් කියන්නේ මේවට 🥴
#lka… https://t.co/Jp7gvibicX",Neutral
2019 කලින් මැරුණ මිනිස්සු හිතන්න ඇත්තේ ඉස්සරහ ගෙන ආතල් වෙයි කියලා 😂,Neutral
"දිවුරලා දුන් පොරොන්දු - ඉටුකලා නම් මිනිස්සු
ලොකේ නෑ මං වගේ හිනාවෙන් කදුළු හන්ගන මිනිස්සු..",Neutral
උන් හැමදෙම කොච්චර වැඩි කරත් ජනතාව ඉවසා දාරාගෙන ඉන්න නිසා තමා මුන් තව තවත් මිල වැඩි කරන්නෙ. දැන් නම් මෙ මගුල හොදටම ඇ… https://t.co/nVIujW30IR,Neutral
බේබිලාට සැප දෙන්න නැහේන මිනිස්සු ඉන්න රටක් තමයි ශ්‍රී ලංකාව කියන්නේ 🤮 https://t.co/48AJMboxd7,Neutral
"මිනිස්සු තදින් බදාගෙන 
අයිතිවාසිකම් කිව්වට
ලොකුම සැනසීම 
අත් හැරලා දැම්මාමයි පපුවට.....

❤️💫🙂",Neutral
"අල්ලපු ගෙදර පර්මිට් නැති වඩු මඩුවෙ එකාට දවල්ට පැය 12ක් විදුලිය විසන්ධි කලාම බඩුම තමයි.

රජයට මේ වගෙ මිනිස්සු හින්දා… https://t.co/toVXlY12iR",Neutral
"බංගලිදේශේ යාලුවෙක් කතා කරලා දුක සැප අහලා, උදව්වක් ඕනේද කියලා ඇහුවා. ලස්සන මිනිස්සු.",Neutral
මිනිස්සු හරි ලස්සනට අපිව පාවිච්චි කරනව.ඒව තේරෙන්නෙ කල් ගිහින්.,Neutral
"මැතිනි වවාගෙන කන්න කියද්දි, ඇට අටක් නිකන් දෙනවා කියපු JR ට මිනිස්සු බලේ දුනෙ මැතිනි එක ආසනයක් විතරක් දිනද්දි. මං ද… https://t.co/TS5H7xeFfM",Neutral
"පාරේ යද්දි කලින්ට වඩා 10 වරක් ප්‍රවේශමෙන් යන්න ලු, මිනිස්සු පීඩනයෙන් ලු.

කොච්චර පීඩනයෙන්ද කියනවනම් පහුගිය මාසේ නව… https://t.co/TWbdx6mPHL",Neutral
විදුලි බිල 500% ක් වැඩි කරනවා කියල බොරු චාට් හදල සමාජයේ ලොකු භීතියක් මවලා ඊට පස්සේ 100% කින් වැඩි කරනවා. මෝඩ මිනිස්… https://t.co/JmuxtYq2IA,Neutral
"ජිවිතේ පළවෙනි වතාවට මොරටුවේ ආණ්ඩුවිරෝධී උද්ඝෝෂනයක් දැක්කා. 

මොරටුවේ මිනිස්සු කියන්නේ සමාන්‍යයෙන් නැව ගිලුණත් බෑන්… https://t.co/CK6fzXD6mW",Neutral
"#මහනුවර #ගෑස් ගැටුම... #පොලීසිය ටත් #ජනතාව ටත් තුවාල...
#Kandy - News 1st
මෙහෙම හොඳටම කිරීමේ හැකියාව වෙනකාටවත්ම… https://t.co/N9ZxtXjZ2l",Neutral
"උද්ඝෝෂණ නොකලාට 
මිනිස්සු තනියෙන් වෙනස්වීමත්,
එක්තරා අරගලයක් ""

🙂🌻",Neutral
Jobs තිබුනට ඇත්තටම මිනිස්සු නෑ jobs වලට 😁🤷 #Srilanka https://t.co/RZjEH2Ct7J,Neutral
"තනිවීම ඉතාම භයානකය
ඇතැම් මිනිස්සු කලකිරුනට පස්සෙ,

එක්කො නිහඬ වෙනවා
නැත්නම් අතහරිනවා... 🍃🥺😌",Neutral
තනි තනියෙන් ස්වයංපෝෂිත මිනිස්සු වර්ගයක් හදන්න නේද ස' මේ උත්සාහ කරන්නේ.,Neutral
"රට බංකොලොත් වෙලා ඉවරයි, තාමත් එක එකාගේ ආතල් කතා අහගෙන ඉන්නවා ඇරෙන්න කිසිවක් වෙන්නෑ

මිනිස්සු නන්නත්තාරවෙලා ඉන්න මේ… https://t.co/Ilg9VYxFBA",Neutral
"මේ අනුකම්පා,දුක් අදෝනා ,හෙන ඉල්ලීම්,සාප කෙරිලි ඔක්කොම වෙන්නේ ,හඬක් නඟන්න පුලුවන් ""මධ්‍යම පන්තියට දැනෙන විදිහට"" රටේ… https://t.co/pdCU6rDi2r",Neutral
"මිනිස්සු පෝළිම්වල දුකෙන්, සජිත්ගෙ බිරිඳයි, නංගියි නිරූපමා එක්ක කොක්ටේල් පාටියකට ගිය එක ගැන සමාව ඉල්ලාවිද? https://t.co/M2rQ8057sc",Neutral
"සත්තු ටික කලා මදි වුනොත් මිනිස්සු ටිකත් මරාගෙන කාපියව් ... හැත්ත .... 😡

#lka #SriLanka @KingslyRathnyka… https://t.co/7EyvVBp1Bl",Hatespeech
දැන් අවුරුදු 74 රට කෑවා කියලා මිනිස්සු කෑගැහුවට තව අවුරුදු 6 කින් අපි කියන්නේ අවුරුදු 80 කියලා නෙහ් 😍❤,Neutral
"මිනිස්සු ළග ආදරේ තියෙනවද?
ඉබ්බෝ ළග පිහාටු තියෙනවද?
නෑ නේ 😔😔😔",Neutral
අන්දරේගේ කතා අහන්න මිනිස්සු ආස උනාට අන්දරේ රජ කරවන්න කැමති නෑනේ 😂😂😂 https://t.co/fVmWWI3MwC,Neutral
"කබලෙන් ලිපට වැටුණු මිනිස්සු #srilanka #covid19 #adaderanasinhala #news
වැඩි විස්තර -https://t.co/7v7SQtoizG https://t.co/87jyVBJHsq",Neutral
"1. විමල්ලා එලෝ එලෝ ගහනවා
2. රනිල්ගේ තුරුලේ නැලවෙනවා
3. ජාජබට එලෝ එලෝ ගහනවා
4. සජබේ කැඩෙන හැටි කියනවා
5. මිනිස්සු පෝ… https://t.co/UISxXVQ6uD",Neutral
"සාර්ථක වුණු ගොඩාක් මිනිස්සු...👩‍💻👩‍🎓🕵️👩‍⚕‍👩‍🚀
අවුරුදු ගානක් අසාර්ථක වුණා. අවුරුදු ගානක් කැප කිරීම් කරා.
අවුරු… https://t.co/wCA3DVTQtr",Neutral
"▶️කාර් එකක් විකුණන්න ඉන්න මිනිස්සු තමුන්ගෙ වාහනේ price එක වැටෙන විධියෙ කතා පතුරන්නේ නෑ
▶️ඉඩමක් විකුණන්න ඉන්න මිනිස්… https://t.co/IP46RqDKQb",Neutral
"මම
මෙතුවක් කල්,
කොච්චර වැරදි මිනිස්සු විශ්වාස කරලාද කියනවා නම්.,
අද මට ""මාව විශ්වාස කරන්න"" කිව්වම මට හිනා.
මම විශ්… https://t.co/fWEeJuG2Mh",Hatespeech
මිනිස්සු ට්‍රිප් යති !,Neutral
මතකද මුලදි තෙල් නැති වෙයී කියලා මිනිස්සු දවස් දෙකක් පෝලිමේ උන්නා. ඊට පස්සේ තෙල් ආවා. රජය සහ වඳිභට්ටයන් පෝලිමේ උන්න… https://t.co/wqkpMteyI4,Neutral
"මතක තියාගනින් වටේ පිරිවර කොච්චර හිටියත්... බොක්ක දෙන්නම් කිව්වත්,
දාලා යන්නේ නෑ කිව්වත්... දවසක මිනිස්සු අපිව තනිකරලා යනවා...

😔😔❤️",Neutral
දේශපාලකයොන්ට කඩේ යන එක ගැන කරන්න දෙයක් අපිට නෑ. හැබැයි දේශපාලනේ වෙනුවෙන් මිනිස්සු නොමග යවන උන්ව මියුට් කරන්න අපිට පුලුවං ✋😌,Neutral
නියමයි ගමේ මිනිස්සු අම්මල තාත්තල ගෙදර බලාගෙ ඉන්නව මුන් මැරෙන්න එනව https://t.co/u56pgASOAa,Neutral
මම NFT සීන් එකෙ ඉන්නෙ කියලා රඟන්න කලින් Fungible කියන එකේ තේරුමවත් මුලින දැනගෙන ඉදපන්. ඊටපස්සෙ තක්සේරු කරලා බලපන්… https://t.co/lesxyeKn43,Neutral
හිස් අතින් ඇස් පියන් මැරිල යන්න මිනිස්සු විදින දුකක්.....,Neutral
ඒකනෙ කියන්නෙ මිනිස්සු නිකන් කලබලවෙනවා 🙄🙄 https://t.co/gam4PXSs0f,Neutral
